language,subject,popularity_measure,year,month,value,date
R,Bigdata,Views,2013,3,2991,2013-03-01
R,Bigdata,Views,2013,4,11511,2013-04-01
R,Bigdata,Views,2013,5,4108,2013-05-01
R,Bigdata,Views,2013,6,34338,2013-06-01
R,Bigdata,Views,2013,7,1233,2013-07-01
R,Bigdata,Views,2013,8,5273,2013-08-01
R,Bigdata,Views,2013,9,9623,2013-09-01
R,Bigdata,Views,2013,10,44082,2013-10-01
R,Bigdata,Views,2013,11,5648,2013-11-01
R,Bigdata,Views,2013,12,2244,2013-12-01
R,Bigdata,Views,2014,1,5807,2014-01-01
R,Bigdata,Views,2014,2,22160,2014-02-01
R,Bigdata,Views,2014,3,24854,2014-03-01
R,Bigdata,Views,2014,4,9033,2014-04-01
R,Bigdata,Views,2014,5,6791,2014-05-01
R,Bigdata,Views,2014,6,6831,2014-06-01
R,Bigdata,Views,2014,7,5427,2014-07-01
R,Bigdata,Views,2014,8,14288,2014-08-01
R,Bigdata,Views,2014,9,820,2014-09-01
R,Bigdata,Views,2014,10,173,2014-10-01
R,Bigdata,Views,2014,11,2493,2014-11-01
R,Bigdata,Views,2014,12,17328,2014-12-01
R,Bigdata,Views,2015,1,1331,2015-01-01
R,Bigdata,Views,2015,2,1261,2015-02-01
R,Bigdata,Views,2015,3,3629,2015-03-01
R,Bigdata,Views,2015,4,1819,2015-04-01
R,Bigdata,Views,2015,5,802,2015-05-01
R,Bigdata,Views,2015,6,2077,2015-06-01
R,Bigdata,Views,2015,7,6999,2015-07-01
R,Bigdata,Views,2015,8,1966,2015-08-01
R,Bigdata,Views,2015,9,5612,2015-09-01
R,Bigdata,Views,2015,10,1022,2015-10-01
R,Bigdata,Views,2015,11,1281,2015-11-01
R,Bigdata,Views,2015,12,4454,2015-12-01
R,Bigdata,Views,2016,1,1251,2016-01-01
R,Bigdata,Views,2016,2,1690,2016-02-01
R,Bigdata,Views,2016,3,1516,2016-03-01
R,Bigdata,Views,2016,4,11868,2016-04-01
R,Bigdata,Views,2016,5,7081,2016-05-01
R,Bigdata,Views,2016,6,817,2016-06-01
R,Bigdata,Views,2016,7,3381,2016-07-01
R,Bigdata,Views,2016,8,1195,2016-08-01
R,Bigdata,Views,2016,9,1629,2016-09-01
R,Bigdata,Views,2016,10,2114,2016-10-01
R,Bigdata,Views,2016,11,1308,2016-11-01
R,Bigdata,Views,2016,12,159,2016-12-01
R,Bigdata,Views,2017,1,477,2017-01-01
R,Bigdata,Views,2017,2,2173,2017-02-01
R,Bigdata,Views,2017,3,741,2017-03-01
R,Bigdata,Views,2017,4,1540,2017-04-01
R,Bigdata,Views,2017,5,119,2017-05-01
R,Bigdata,Views,2017,6,1648,2017-06-01
R,Bigdata,Views,2017,7,500,2017-07-01
R,Bigdata,Views,2017,8,852,2017-08-01
R,Bigdata,Views,2017,9,674,2017-09-01
R,Bigdata,Views,2017,10,1245,2017-10-01
R,Bigdata,Views,2017,11,1688,2017-11-01
R,Bigdata,Views,2017,12,111,2017-12-01
R,Bigdata,Views,2018,1,221,2018-01-01
R,Bigdata,Views,2018,2,732,2018-02-01
R,Bigdata,Views,2018,3,509,2018-03-01
R,Bigdata,Views,2018,4,445,2018-04-01
R,Bigdata,Views,2018,5,403,2018-05-01
R,Bigdata,Views,2018,6,70,2018-06-01
R,Bigdata,Views,2018,7,206,2018-07-01
R,Bigdata,Views,2018,8,347,2018-08-01
R,Bigdata,Views,2018,9,271,2018-09-01
R,Bigdata,Views,2018,10,250,2018-10-01
Scala,Bigdata,Answers,2012,7,1,2012-07-01
Scala,Bigdata,Answers,2012,11,0,2012-11-01
Scala,Bigdata,Answers,2013,1,6,2013-01-01
Scala,Bigdata,Answers,2013,6,1,2013-06-01
Scala,Bigdata,Answers,2013,7,4,2013-07-01
Scala,Bigdata,Answers,2013,9,1,2013-09-01
Scala,Bigdata,Answers,2013,11,1,2013-11-01
Scala,Bigdata,Answers,2013,12,2,2013-12-01
Scala,Bigdata,Answers,2014,1,1,2014-01-01
Scala,Bigdata,Answers,2014,2,1,2014-02-01
Scala,Bigdata,Answers,2014,3,3,2014-03-01
Scala,Bigdata,Answers,2014,4,2,2014-04-01
Scala,Bigdata,Answers,2014,9,2,2014-09-01
Scala,Bigdata,Answers,2014,10,2,2014-10-01
Scala,Bigdata,Answers,2014,11,27,2014-11-01
Scala,Bigdata,Answers,2014,12,3,2014-12-01
Scala,Bigdata,Answers,2015,1,5,2015-01-01
Scala,Bigdata,Answers,2015,2,2,2015-02-01
Scala,Bigdata,Answers,2015,3,6,2015-03-01
Scala,Bigdata,Answers,2015,4,5,2015-04-01
Scala,Bigdata,Answers,2015,5,6,2015-05-01
Scala,Bigdata,Answers,2015,6,4,2015-06-01
Scala,Bigdata,Answers,2015,7,2,2015-07-01
Scala,Bigdata,Answers,2015,8,3,2015-08-01
Scala,Bigdata,Answers,2015,9,11,2015-09-01
Scala,Bigdata,Answers,2015,10,5,2015-10-01
Scala,Bigdata,Answers,2015,11,1,2015-11-01
Scala,Bigdata,Answers,2015,12,5,2015-12-01
Scala,Bigdata,Answers,2016,1,0,2016-01-01
Scala,Bigdata,Answers,2016,3,4,2016-03-01
Scala,Bigdata,Answers,2016,4,16,2016-04-01
Scala,Bigdata,Answers,2016,5,3,2016-05-01
Scala,Bigdata,Answers,2016,6,20,2016-06-01
Scala,Bigdata,Answers,2016,7,6,2016-07-01
Scala,Bigdata,Answers,2016,8,26,2016-08-01
Scala,Bigdata,Answers,2016,9,17,2016-09-01
Scala,Bigdata,Answers,2016,10,15,2016-10-01
Scala,Bigdata,Answers,2016,11,5,2016-11-01
Scala,Bigdata,Answers,2016,12,8,2016-12-01
Scala,Bigdata,Answers,2017,1,9,2017-01-01
Scala,Bigdata,Answers,2017,2,8,2017-02-01
Scala,Bigdata,Answers,2017,3,5,2017-03-01
Scala,Bigdata,Answers,2017,4,5,2017-04-01
Scala,Bigdata,Answers,2017,5,11,2017-05-01
Scala,Bigdata,Answers,2017,6,9,2017-06-01
Scala,Bigdata,Answers,2017,7,5,2017-07-01
Scala,Bigdata,Answers,2017,8,2,2017-08-01
Scala,Bigdata,Answers,2017,9,5,2017-09-01
Scala,Bigdata,Answers,2017,10,8,2017-10-01
Scala,Bigdata,Answers,2017,11,7,2017-11-01
Scala,Bigdata,Answers,2017,12,1,2017-12-01
Scala,Bigdata,Answers,2018,1,4,2018-01-01
Scala,Bigdata,Answers,2018,2,2,2018-02-01
Scala,Bigdata,Answers,2018,3,11,2018-03-01
Scala,Bigdata,Answers,2018,4,5,2018-04-01
Scala,Bigdata,Answers,2018,5,8,2018-05-01
Scala,Bigdata,Answers,2018,6,10,2018-06-01
Scala,Bigdata,Answers,2018,7,14,2018-07-01
Scala,Bigdata,Answers,2018,8,5,2018-08-01
Scala,Bigdata,Answers,2018,9,17,2018-09-01
Scala,Bigdata,Answers,2018,10,14,2018-10-01
Scala,Bigdata,Ques,2012,7,1,2012-07-01
Scala,Bigdata,Ques,2012,11,1,2012-11-01
Scala,Bigdata,Ques,2013,1,2,2013-01-01
Scala,Bigdata,Ques,2013,6,2,2013-06-01
Scala,Bigdata,Ques,2013,7,3,2013-07-01
Scala,Bigdata,Ques,2013,9,1,2013-09-01
Scala,Bigdata,Ques,2013,11,1,2013-11-01
Scala,Bigdata,Ques,2013,12,1,2013-12-01
Scala,Bigdata,Ques,2014,1,2,2014-01-01
Scala,Bigdata,Ques,2014,2,1,2014-02-01
Scala,Bigdata,Ques,2014,3,3,2014-03-01
Scala,Bigdata,Ques,2014,4,1,2014-04-01
Scala,Bigdata,Ques,2014,9,1,2014-09-01
Scala,Bigdata,Ques,2014,10,2,2014-10-01
Scala,Bigdata,Ques,2014,11,13,2014-11-01
Scala,Bigdata,Ques,2014,12,2,2014-12-01
Scala,Bigdata,Ques,2015,1,2,2015-01-01
Scala,Bigdata,Ques,2015,2,1,2015-02-01
Scala,Bigdata,Ques,2015,3,5,2015-03-01
Scala,Bigdata,Ques,2015,4,3,2015-04-01
Scala,Bigdata,Ques,2015,5,3,2015-05-01
Scala,Bigdata,Ques,2015,6,3,2015-06-01
Scala,Bigdata,Ques,2015,7,2,2015-07-01
Scala,Bigdata,Ques,2015,8,3,2015-08-01
Scala,Bigdata,Ques,2015,9,6,2015-09-01
Scala,Bigdata,Ques,2015,10,4,2015-10-01
Scala,Bigdata,Ques,2015,11,1,2015-11-01
Scala,Bigdata,Ques,2015,12,4,2015-12-01
Scala,Bigdata,Ques,2016,1,1,2016-01-01
Scala,Bigdata,Ques,2016,3,4,2016-03-01
Scala,Bigdata,Ques,2016,4,14,2016-04-01
Scala,Bigdata,Ques,2016,5,4,2016-05-01
Scala,Bigdata,Ques,2016,6,12,2016-06-01
Scala,Bigdata,Ques,2016,7,5,2016-07-01
Scala,Bigdata,Ques,2016,8,20,2016-08-01
Scala,Bigdata,Ques,2016,9,16,2016-09-01
Scala,Bigdata,Ques,2016,10,11,2016-10-01
Scala,Bigdata,Ques,2016,11,4,2016-11-01
Scala,Bigdata,Ques,2016,12,5,2016-12-01
Scala,Bigdata,Ques,2017,1,8,2017-01-01
Scala,Bigdata,Ques,2017,2,5,2017-02-01
Scala,Bigdata,Ques,2017,3,4,2017-03-01
Scala,Bigdata,Ques,2017,4,3,2017-04-01
Scala,Bigdata,Ques,2017,5,8,2017-05-01
Scala,Bigdata,Ques,2017,6,5,2017-06-01
Scala,Bigdata,Ques,2017,7,7,2017-07-01
Scala,Bigdata,Ques,2017,8,3,2017-08-01
Scala,Bigdata,Ques,2017,9,7,2017-09-01
Scala,Bigdata,Ques,2017,10,8,2017-10-01
Scala,Bigdata,Ques,2017,11,4,2017-11-01
Scala,Bigdata,Ques,2017,12,2,2017-12-01
Scala,Bigdata,Ques,2018,1,5,2018-01-01
Scala,Bigdata,Ques,2018,2,3,2018-02-01
Scala,Bigdata,Ques,2018,3,11,2018-03-01
Scala,Bigdata,Ques,2018,4,6,2018-04-01
Scala,Bigdata,Ques,2018,5,11,2018-05-01
Scala,Bigdata,Ques,2018,6,12,2018-06-01
Scala,Bigdata,Ques,2018,7,8,2018-07-01
Scala,Bigdata,Ques,2018,8,5,2018-08-01
Scala,Bigdata,Ques,2018,9,14,2018-09-01
Scala,Bigdata,Ques,2018,10,9,2018-10-01
Scala,Bigdata,Score,2012,7,2,2012-07-01
Scala,Bigdata,Score,2012,11,2,2012-11-01
Scala,Bigdata,Score,2013,1,28,2013-01-01
Scala,Bigdata,Score,2013,6,1,2013-06-01
Scala,Bigdata,Score,2013,7,4,2013-07-01
Scala,Bigdata,Score,2013,9,0,2013-09-01
Scala,Bigdata,Score,2013,11,1,2013-11-01
Scala,Bigdata,Score,2013,12,0,2013-12-01
Scala,Bigdata,Score,2014,1,0,2014-01-01
Scala,Bigdata,Score,2014,2,2,2014-02-01
Scala,Bigdata,Score,2014,3,8,2014-03-01
Scala,Bigdata,Score,2014,4,2,2014-04-01
Scala,Bigdata,Score,2014,9,0,2014-09-01
Scala,Bigdata,Score,2014,10,0,2014-10-01
Scala,Bigdata,Score,2014,11,37,2014-11-01
Scala,Bigdata,Score,2014,12,20,2014-12-01
Scala,Bigdata,Score,2015,1,20,2015-01-01
Scala,Bigdata,Score,2015,2,6,2015-02-01
Scala,Bigdata,Score,2015,3,7,2015-03-01
Scala,Bigdata,Score,2015,4,6,2015-04-01
Scala,Bigdata,Score,2015,5,16,2015-05-01
Scala,Bigdata,Score,2015,6,3,2015-06-01
Scala,Bigdata,Score,2015,7,7,2015-07-01
Scala,Bigdata,Score,2015,8,2,2015-08-01
Scala,Bigdata,Score,2015,9,10,2015-09-01
Scala,Bigdata,Score,2015,10,-2,2015-10-01
Scala,Bigdata,Score,2015,11,0,2015-11-01
Scala,Bigdata,Score,2015,12,13,2015-12-01
Scala,Bigdata,Score,2016,1,1,2016-01-01
Scala,Bigdata,Score,2016,3,2,2016-03-01
Scala,Bigdata,Score,2016,4,8,2016-04-01
Scala,Bigdata,Score,2016,5,8,2016-05-01
Scala,Bigdata,Score,2016,6,33,2016-06-01
Scala,Bigdata,Score,2016,7,0,2016-07-01
Scala,Bigdata,Score,2016,8,30,2016-08-01
Scala,Bigdata,Score,2016,9,24,2016-09-01
Scala,Bigdata,Score,2016,10,22,2016-10-01
Scala,Bigdata,Score,2016,11,2,2016-11-01
Scala,Bigdata,Score,2016,12,9,2016-12-01
Scala,Bigdata,Score,2017,1,9,2017-01-01
Scala,Bigdata,Score,2017,2,12,2017-02-01
Scala,Bigdata,Score,2017,3,-2,2017-03-01
Scala,Bigdata,Score,2017,4,2,2017-04-01
Scala,Bigdata,Score,2017,5,7,2017-05-01
Scala,Bigdata,Score,2017,6,14,2017-06-01
Scala,Bigdata,Score,2017,7,0,2017-07-01
Scala,Bigdata,Score,2017,8,5,2017-08-01
Scala,Bigdata,Score,2017,9,-1,2017-09-01
Scala,Bigdata,Score,2017,10,-5,2017-10-01
Scala,Bigdata,Score,2017,11,5,2017-11-01
Scala,Bigdata,Score,2017,12,0,2017-12-01
Scala,Bigdata,Score,2018,1,4,2018-01-01
Scala,Bigdata,Score,2018,2,1,2018-02-01
Scala,Bigdata,Score,2018,3,8,2018-03-01
Scala,Bigdata,Score,2018,4,3,2018-04-01
Scala,Bigdata,Score,2018,5,14,2018-05-01
Scala,Bigdata,Score,2018,6,1,2018-06-01
Scala,Bigdata,Score,2018,7,2,2018-07-01
Scala,Bigdata,Score,2018,8,1,2018-08-01
Scala,Bigdata,Score,2018,9,2,2018-09-01
Scala,Bigdata,Score,2018,10,0,2018-10-01
Scala,Bigdata,Views,2012,7,188,2012-07-01
Scala,Bigdata,Views,2012,11,257,2012-11-01
Scala,Bigdata,Views,2013,1,13693,2013-01-01
Scala,Bigdata,Views,2013,6,5760,2013-06-01
Scala,Bigdata,Views,2013,7,2664,2013-07-01
Scala,Bigdata,Views,2013,9,284,2013-09-01
Scala,Bigdata,Views,2013,11,101,2013-11-01
Scala,Bigdata,Views,2013,12,135,2013-12-01
Scala,Bigdata,Views,2014,1,143,2014-01-01
Scala,Bigdata,Views,2014,2,1114,2014-02-01
Scala,Bigdata,Views,2014,3,997,2014-03-01
Scala,Bigdata,Views,2014,4,3625,2014-04-01
Scala,Bigdata,Views,2014,9,51,2014-09-01
Scala,Bigdata,Views,2014,10,375,2014-10-01
Scala,Bigdata,Views,2014,11,58186,2014-11-01
Scala,Bigdata,Views,2014,12,4482,2014-12-01
Scala,Bigdata,Views,2015,1,16262,2015-01-01
Scala,Bigdata,Views,2015,2,3603,2015-02-01
Scala,Bigdata,Views,2015,3,1859,2015-03-01
Scala,Bigdata,Views,2015,4,3335,2015-04-01
Scala,Bigdata,Views,2015,5,7435,2015-05-01
Scala,Bigdata,Views,2015,6,5467,2015-06-01
Scala,Bigdata,Views,2015,7,2036,2015-07-01
Scala,Bigdata,Views,2015,8,3668,2015-08-01
Scala,Bigdata,Views,2015,9,9072,2015-09-01
Scala,Bigdata,Views,2015,10,3469,2015-10-01
Scala,Bigdata,Views,2015,11,64,2015-11-01
Scala,Bigdata,Views,2015,12,6792,2015-12-01
Scala,Bigdata,Views,2016,1,49,2016-01-01
Scala,Bigdata,Views,2016,3,1383,2016-03-01
Scala,Bigdata,Views,2016,4,10002,2016-04-01
Scala,Bigdata,Views,2016,5,7132,2016-05-01
Scala,Bigdata,Views,2016,6,11309,2016-06-01
Scala,Bigdata,Views,2016,7,2260,2016-07-01
Scala,Bigdata,Views,2016,8,18715,2016-08-01
Scala,Bigdata,Views,2016,9,19185,2016-09-01
Scala,Bigdata,Views,2016,10,28636,2016-10-01
Scala,Bigdata,Views,2016,11,2686,2016-11-01
Scala,Bigdata,Views,2016,12,3115,2016-12-01
Scala,Bigdata,Views,2017,1,13954,2017-01-01
Scala,Bigdata,Views,2017,2,4088,2017-02-01
Scala,Bigdata,Views,2017,3,1688,2017-03-01
Scala,Bigdata,Views,2017,4,3186,2017-04-01
Scala,Bigdata,Views,2017,5,4067,2017-05-01
Scala,Bigdata,Views,2017,6,24713,2017-06-01
Scala,Bigdata,Views,2017,7,3159,2017-07-01
Scala,Bigdata,Views,2017,8,562,2017-08-01
Scala,Bigdata,Views,2017,9,1177,2017-09-01
Scala,Bigdata,Views,2017,10,2105,2017-10-01
Scala,Bigdata,Views,2017,11,1027,2017-11-01
Scala,Bigdata,Views,2017,12,144,2017-12-01
Scala,Bigdata,Views,2018,1,1435,2018-01-01
Scala,Bigdata,Views,2018,2,372,2018-02-01
Scala,Bigdata,Views,2018,3,2087,2018-03-01
Scala,Bigdata,Views,2018,4,1316,2018-04-01
Scala,Bigdata,Views,2018,5,2157,2018-05-01
Scala,Bigdata,Views,2018,6,1814,2018-06-01
Scala,Bigdata,Views,2018,7,882,2018-07-01
Scala,Bigdata,Views,2018,8,232,2018-08-01
Scala,Bigdata,Views,2018,9,1038,2018-09-01
Scala,Bigdata,Views,2018,10,533,2018-10-01
Python,Machine Learning,Answers,2012,1,36,2012-01-01
Python,Machine Learning,Answers,2012,2,26,2012-02-01
Python,Machine Learning,Answers,2012,3,14,2012-03-01
Python,Machine Learning,Answers,2012,4,30,2012-04-01
Python,Machine Learning,Answers,2012,5,12,2012-05-01
Python,Machine Learning,Answers,2012,6,34,2012-06-01
Python,Machine Learning,Answers,2012,7,20,2012-07-01
Python,Machine Learning,Answers,2012,8,30,2012-08-01
Python,Machine Learning,Answers,2012,9,19,2012-09-01
Python,Machine Learning,Answers,2012,10,18,2012-10-01
Python,Machine Learning,Answers,2012,11,38,2012-11-01
Python,Machine Learning,Answers,2012,12,22,2012-12-01
Python,Machine Learning,Answers,2013,1,26,2013-01-01
Python,Machine Learning,Answers,2013,2,18,2013-02-01
Python,Machine Learning,Answers,2013,3,41,2013-03-01
Python,Machine Learning,Answers,2013,4,35,2013-04-01
Python,Machine Learning,Answers,2013,5,53,2013-05-01
Python,Machine Learning,Answers,2013,6,40,2013-06-01
Python,Machine Learning,Answers,2013,7,50,2013-07-01
Python,Machine Learning,Answers,2013,8,30,2013-08-01
Python,Machine Learning,Answers,2013,9,31,2013-09-01
Python,Machine Learning,Answers,2013,10,44,2013-10-01
Python,Machine Learning,Answers,2013,11,59,2013-11-01
Python,Machine Learning,Answers,2013,12,54,2013-12-01
Python,Machine Learning,Answers,2014,1,47,2014-01-01
Python,Machine Learning,Answers,2014,2,76,2014-02-01
Python,Machine Learning,Answers,2014,3,56,2014-03-01
Python,Machine Learning,Answers,2014,4,49,2014-04-01
Python,Machine Learning,Answers,2014,5,19,2014-05-01
Python,Machine Learning,Answers,2014,6,42,2014-06-01
Python,Machine Learning,Answers,2014,7,49,2014-07-01
Python,Machine Learning,Answers,2014,8,37,2014-08-01
Python,Machine Learning,Answers,2014,9,31,2014-09-01
Python,Machine Learning,Answers,2014,10,64,2014-10-01
Python,Machine Learning,Answers,2014,11,37,2014-11-01
Python,Machine Learning,Answers,2014,12,76,2014-12-01
Python,Machine Learning,Answers,2015,1,71,2015-01-01
Python,Machine Learning,Answers,2015,2,46,2015-02-01
Python,Machine Learning,Answers,2015,3,45,2015-03-01
Python,Machine Learning,Answers,2015,4,89,2015-04-01
Python,Machine Learning,Answers,2015,5,92,2015-05-01
Python,Machine Learning,Answers,2015,6,61,2015-06-01
Python,Machine Learning,Answers,2015,7,94,2015-07-01
Python,Machine Learning,Answers,2015,8,90,2015-08-01
Python,Machine Learning,Answers,2015,9,71,2015-09-01
Python,Machine Learning,Answers,2015,10,78,2015-10-01
Python,Machine Learning,Answers,2015,11,169,2015-11-01
Python,Machine Learning,Answers,2015,12,134,2015-12-01
Python,Machine Learning,Answers,2016,1,170,2016-01-01
Python,Machine Learning,Answers,2016,2,144,2016-02-01
Python,Machine Learning,Answers,2016,3,152,2016-03-01
Python,Machine Learning,Answers,2016,4,182,2016-04-01
Python,Machine Learning,Answers,2016,5,216,2016-05-01
Python,Machine Learning,Answers,2016,6,173,2016-06-01
Python,Machine Learning,Answers,2016,7,176,2016-07-01
Python,Machine Learning,Answers,2016,8,213,2016-08-01
Python,Machine Learning,Answers,2016,9,153,2016-09-01
Python,Machine Learning,Answers,2016,10,198,2016-10-01
Python,Machine Learning,Answers,2016,11,216,2016-11-01
Python,Machine Learning,Answers,2016,12,192,2016-12-01
Python,Machine Learning,Answers,2017,1,255,2017-01-01
Python,Machine Learning,Answers,2017,2,263,2017-02-01
Python,Machine Learning,Answers,2017,3,283,2017-03-01
Python,Machine Learning,Answers,2017,4,281,2017-04-01
Python,Machine Learning,Answers,2017,5,233,2017-05-01
Python,Machine Learning,Answers,2017,6,287,2017-06-01
Python,Machine Learning,Answers,2017,7,368,2017-07-01
Python,Machine Learning,Answers,2017,8,334,2017-08-01
Python,Machine Learning,Answers,2017,9,305,2017-09-01
Python,Machine Learning,Answers,2017,10,288,2017-10-01
Python,Machine Learning,Answers,2017,11,333,2017-11-01
Python,Machine Learning,Answers,2017,12,247,2017-12-01
Python,Machine Learning,Answers,2018,1,293,2018-01-01
Python,Machine Learning,Answers,2018,2,339,2018-02-01
Python,Machine Learning,Answers,2018,3,415,2018-03-01
Python,Machine Learning,Answers,2018,4,443,2018-04-01
Python,Machine Learning,Answers,2018,5,372,2018-05-01
Python,Machine Learning,Answers,2018,6,326,2018-06-01
Python,Machine Learning,Answers,2018,7,403,2018-07-01
Python,Machine Learning,Answers,2018,8,356,2018-08-01
Python,Machine Learning,Answers,2018,9,266,2018-09-01
Python,Machine Learning,Answers,2018,10,343,2018-10-01
Python,Machine Learning,Ques,2012,1,13,2012-01-01
Python,Machine Learning,Ques,2012,2,8,2012-02-01
Python,Machine Learning,Ques,2012,3,8,2012-03-01
Python,Machine Learning,Ques,2012,4,18,2012-04-01
Python,Machine Learning,Ques,2012,5,6,2012-05-01
Python,Machine Learning,Ques,2012,6,17,2012-06-01
Python,Machine Learning,Ques,2012,7,12,2012-07-01
Python,Machine Learning,Ques,2012,8,16,2012-08-01
Python,Machine Learning,Ques,2012,9,12,2012-09-01
Python,Machine Learning,Ques,2012,10,14,2012-10-01
Python,Machine Learning,Ques,2012,11,16,2012-11-01
Python,Machine Learning,Ques,2012,12,16,2012-12-01
Python,Machine Learning,Ques,2013,1,17,2013-01-01
Python,Machine Learning,Ques,2013,2,11,2013-02-01
Python,Machine Learning,Ques,2013,3,19,2013-03-01
Python,Machine Learning,Ques,2013,4,23,2013-04-01
Python,Machine Learning,Ques,2013,5,30,2013-05-01
Python,Machine Learning,Ques,2013,6,21,2013-06-01
Python,Machine Learning,Ques,2013,7,27,2013-07-01
Python,Machine Learning,Ques,2013,8,20,2013-08-01
Python,Machine Learning,Ques,2013,9,22,2013-09-01
Python,Machine Learning,Ques,2013,10,22,2013-10-01
Python,Machine Learning,Ques,2013,11,31,2013-11-01
Python,Machine Learning,Ques,2013,12,40,2013-12-01
Python,Machine Learning,Ques,2014,1,35,2014-01-01
Python,Machine Learning,Ques,2014,2,42,2014-02-01
Python,Machine Learning,Ques,2014,3,38,2014-03-01
Python,Machine Learning,Ques,2014,4,33,2014-04-01
Python,Machine Learning,Ques,2014,5,18,2014-05-01
Python,Machine Learning,Ques,2014,6,37,2014-06-01
Python,Machine Learning,Ques,2014,7,40,2014-07-01
Python,Machine Learning,Ques,2014,8,27,2014-08-01
Python,Machine Learning,Ques,2014,9,25,2014-09-01
Python,Machine Learning,Ques,2014,10,40,2014-10-01
Python,Machine Learning,Ques,2014,11,29,2014-11-01
Python,Machine Learning,Ques,2014,12,53,2014-12-01
Python,Machine Learning,Ques,2015,1,59,2015-01-01
Python,Machine Learning,Ques,2015,2,39,2015-02-01
Python,Machine Learning,Ques,2015,3,50,2015-03-01
Python,Machine Learning,Ques,2015,4,63,2015-04-01
Python,Machine Learning,Ques,2015,5,77,2015-05-01
Python,Machine Learning,Ques,2015,6,50,2015-06-01
Python,Machine Learning,Ques,2015,7,67,2015-07-01
Python,Machine Learning,Ques,2015,8,65,2015-08-01
Python,Machine Learning,Ques,2015,9,56,2015-09-01
Python,Machine Learning,Ques,2015,10,63,2015-10-01
Python,Machine Learning,Ques,2015,11,86,2015-11-01
Python,Machine Learning,Ques,2015,12,101,2015-12-01
Python,Machine Learning,Ques,2016,1,119,2016-01-01
Python,Machine Learning,Ques,2016,2,117,2016-02-01
Python,Machine Learning,Ques,2016,3,134,2016-03-01
Python,Machine Learning,Ques,2016,4,143,2016-04-01
Python,Machine Learning,Ques,2016,5,141,2016-05-01
Python,Machine Learning,Ques,2016,6,136,2016-06-01
Python,Machine Learning,Ques,2016,7,142,2016-07-01
Python,Machine Learning,Ques,2016,8,151,2016-08-01
Python,Machine Learning,Ques,2016,9,121,2016-09-01
Python,Machine Learning,Ques,2016,10,174,2016-10-01
Python,Machine Learning,Ques,2016,11,186,2016-11-01
Python,Machine Learning,Ques,2016,12,179,2016-12-01
Python,Machine Learning,Ques,2017,1,224,2017-01-01
Python,Machine Learning,Ques,2017,2,222,2017-02-01
Python,Machine Learning,Ques,2017,3,268,2017-03-01
Python,Machine Learning,Ques,2017,4,251,2017-04-01
Python,Machine Learning,Ques,2017,5,220,2017-05-01
Python,Machine Learning,Ques,2017,6,279,2017-06-01
Python,Machine Learning,Ques,2017,7,346,2017-07-01
Python,Machine Learning,Ques,2017,8,298,2017-08-01
Python,Machine Learning,Ques,2017,9,250,2017-09-01
Python,Machine Learning,Ques,2017,10,262,2017-10-01
Python,Machine Learning,Ques,2017,11,281,2017-11-01
Python,Machine Learning,Ques,2017,12,259,2017-12-01
Python,Machine Learning,Ques,2018,1,304,2018-01-01
Python,Machine Learning,Ques,2018,2,354,2018-02-01
Python,Machine Learning,Ques,2018,3,438,2018-03-01
Python,Machine Learning,Ques,2018,4,491,2018-04-01
Python,Machine Learning,Ques,2018,5,418,2018-05-01
Python,Machine Learning,Ques,2018,6,360,2018-06-01
Python,Machine Learning,Ques,2018,7,438,2018-07-01
Python,Machine Learning,Ques,2018,8,389,2018-08-01
Python,Machine Learning,Ques,2018,9,326,2018-09-01
Python,Machine Learning,Ques,2018,10,401,2018-10-01
Python,Machine Learning,Score,2012,1,194,2012-01-01
Python,Machine Learning,Score,2012,2,95,2012-02-01
Python,Machine Learning,Score,2012,3,58,2012-03-01
Python,Machine Learning,Score,2012,4,126,2012-04-01
Python,Machine Learning,Score,2012,5,173,2012-05-01
Python,Machine Learning,Score,2012,6,122,2012-06-01
Python,Machine Learning,Score,2012,7,47,2012-07-01
Python,Machine Learning,Score,2012,8,156,2012-08-01
Python,Machine Learning,Score,2012,9,121,2012-09-01
Python,Machine Learning,Score,2012,10,67,2012-10-01
Python,Machine Learning,Score,2012,11,129,2012-11-01
Python,Machine Learning,Score,2012,12,67,2012-12-01
Python,Machine Learning,Score,2013,1,95,2013-01-01
Python,Machine Learning,Score,2013,2,32,2013-02-01
Python,Machine Learning,Score,2013,3,112,2013-03-01
Python,Machine Learning,Score,2013,4,53,2013-04-01
Python,Machine Learning,Score,2013,5,125,2013-05-01
Python,Machine Learning,Score,2013,6,135,2013-06-01
Python,Machine Learning,Score,2013,7,123,2013-07-01
Python,Machine Learning,Score,2013,8,62,2013-08-01
Python,Machine Learning,Score,2013,9,62,2013-09-01
Python,Machine Learning,Score,2013,10,128,2013-10-01
Python,Machine Learning,Score,2013,11,272,2013-11-01
Python,Machine Learning,Score,2013,12,157,2013-12-01
Python,Machine Learning,Score,2014,1,80,2014-01-01
Python,Machine Learning,Score,2014,2,145,2014-02-01
Python,Machine Learning,Score,2014,3,99,2014-03-01
Python,Machine Learning,Score,2014,4,200,2014-04-01
Python,Machine Learning,Score,2014,5,20,2014-05-01
Python,Machine Learning,Score,2014,6,88,2014-06-01
Python,Machine Learning,Score,2014,7,93,2014-07-01
Python,Machine Learning,Score,2014,8,59,2014-08-01
